TableID,Capacity,Location,Status,LastUsedTime
T13,8,Window Left,Reserved,10-07-2025 03:51
T12,8,Garden View,Cleaning,10-07-2025 07:38
T06,2,Garden View,Available,12-07-2025 15:44
T08,6,Patio,Occupied,13-07-2025 12:12
T05,2,Balcony,Reserved,11-07-2025 17:59
T15,4,Window Left,Reserved,10-07-2025 08:26
T08,6,Window Left,Available,13-07-2025 13:18
T07,4,Window Left,Occupied,12-07-2025 16:09
T05,2,Balcony,Cleaning,14-07-2025 01:36
T01,2,Bar Area,Cleaning,09-07-2025 07:32
T14,4,Corner Back,Cleaning,09-07-2025 08:52
T10,6,Balcony,Occupied,12-07-2025 21:26
T03,2,Bar Area,Cleaning,12-07-2025 21:56
T14,4,Window Right,Reserved,14-07-2025 12:51
T10,8,Bar Area,Occupied,10-07-2025 19:44
T13,6,Bar Area,Cleaning,08-07-2025 22:10
T10,6,Balcony,Reserved,14-07-2025 04:38
T03,2,Bar Area,Cleaning,07-07-2025 20:19
T14,6,Center,Available,12-07-2025 20:08
T20,6,Corner Back,Available,11-07-2025 17:28
T06,2,Garden View,Available,08-07-2025 12:57
T16,6,Balcony,Available,09-07-2025 17:22
T10,4,Corner Back,Cleaning,10-07-2025 23:19
T02,2,Bar Area,Available,11-07-2025 15:01
T05,2,Balcony,Available,08-07-2025 03:27
T16,6,Balcony,Reserved,09-07-2025 20:13
T03,2,Bar Area,Available,12-07-2025 02:15
T07,4,Window Left,Occupied,09-07-2025 18:32
T04,2,Balcony,Available,09-07-2025 23:59
T04,2,Balcony,Occupied,08-07-2025 07:43
T05,2,Balcony,Cleaning,09-07-2025 14:42
T07,4,Window Left,Reserved,10-07-2025 03:16
T13,8,Center,Occupied,10-07-2025 23:29
T19,6,Window Left,Cleaning,12-07-2025 05:56
T14,8,Patio,Cleaning,13-07-2025 19:08
T10,6,Patio,Available,11-07-2025 06:32
T15,2,Window Right,Reserved,13-07-2025 18:11
T03,2,Bar Area,Occupied,13-07-2025 05:17
T01,2,Bar Area,Cleaning,10-07-2025 21:48
T07,4,Window Left,Occupied,09-07-2025 13:45
T11,6,Window Right,Occupied,13-07-2025 20:53
T12,6,Corner Back,Cleaning,14-07-2025 09:26
T11,8,Garden View,Cleaning,14-07-2025 02:51
T07,4,Window Left,Occupied,08-07-2025 10:19
T06,2,Garden View,Reserved,11-07-2025 10:25
T11,8,Window Left,Occupied,11-07-2025 12:02
T06,2,Garden View,Reserved,08-07-2025 00:59
T01,2,Bar Area,Cleaning,08-07-2025 11:08
T05,2,Balcony,Cleaning,12-07-2025 00:58
T08,2,Patio,Cleaning,12-07-2025 13:11
T04,2,Balcony,Available,09-07-2025 06:05
T07,4,Window Left,Occupied,11-07-2025 05:34
T04,2,Balcony,Available,11-07-2025 16:00
T19,8,Garden View,Cleaning,14-07-2025 07:23
T04,2,Balcony,Reserved,10-07-2025 03:20
T19,6,Corner Back,Available,13-07-2025 16:22
T04,2,Balcony,Cleaning,10-07-2025 13:11
T14,6,Garden View,Occupied,09-07-2025 02:53
T10,8,Window Left,Cleaning,08-07-2025 18:49
T04,2,Balcony,Reserved,08-07-2025 12:46
T05,2,Balcony,Cleaning,07-07-2025 17:51
T04,2,Balcony,Cleaning,12-07-2025 18:16
T05,2,Balcony,Reserved,08-07-2025 03:33
T08,2,Bar Area,Reserved,07-07-2025 18:12
T02,2,Bar Area,Reserved,09-07-2025 01:11
T11,4,Patio,Occupied,11-07-2025 06:08
T10,4,Patio,Cleaning,12-07-2025 03:48
T10,2,Window Right,Occupied,09-07-2025 11:14
T18,4,Garden View,Reserved,12-07-2025 05:20
T16,6,Balcony,Cleaning,08-07-2025 18:36
T19,8,Patio,Cleaning,08-07-2025 00:41
T17,6,Corner Back,Available,13-07-2025 20:01
T11,8,Garden View,Available,10-07-2025 00:07
T08,8,Garden View,Available,12-07-2025 07:55
T04,2,Balcony,Available,09-07-2025 02:29
T15,6,Patio,Reserved,13-07-2025 20:14
T01,2,Bar Area,Available,12-07-2025 22:59
T16,6,Balcony,Occupied,12-07-2025 09:17
T15,6,Window Left,Available,11-07-2025 21:09
T18,4,Balcony,Available,10-07-2025 00:48
T06,2,Garden View,Available,11-07-2025 09:29
T01,2,Bar Area,Available,10-07-2025 16:11
T10,8,Center,Occupied,08-07-2025 11:43
T04,2,Balcony,Cleaning,09-07-2025 19:40
T10,6,Window Right,Occupied,10-07-2025 02:06
T18,8,Patio,Occupied,08-07-2025 05:23
T07,4,Window Left,Cleaning,12-07-2025 15:56
T20,2,Bar Area,Cleaning,10-07-2025 18:38
T06,2,Garden View,Cleaning,08-07-2025 23:59
T01,2,Bar Area,Available,11-07-2025 16:09
T13,8,Window Left,Available,10-07-2025 19:20
T08,4,Corner Back,Cleaning,13-07-2025 18:04
T09,8,Balcony,Occupied,10-07-2025 00:07
T03,2,Bar Area,Cleaning,11-07-2025 08:41
T18,6,Balcony,Reserved,12-07-2025 10:18
T20,4,Center,Reserved,08-07-2025 05:03
T13,8,Garden View,Reserved,13-07-2025 21:53
T11,2,Balcony,Available,11-07-2025 13:09
T10,4,Bar Area,Reserved,11-07-2025 12:42
T20,4,Window Right,Available,08-07-2025 09:08
T02,2,Bar Area,Occupied,11-07-2025 01:37
T05,2,Balcony,Reserved,10-07-2025 18:43
T03,2,Bar Area,Cleaning,14-07-2025 11:31
T20,6,Window Right,Occupied,09-07-2025 18:44
T05,2,Balcony,Available,12-07-2025 02:21
T02,2,Bar Area,Cleaning,12-07-2025 22:47
T11,2,Garden View,Reserved,08-07-2025 14:11
T12,2,Window Left,Cleaning,10-07-2025 17:07
T08,8,Window Left,Available,11-07-2025 15:03
T10,8,Balcony,Cleaning,10-07-2025 02:12
T16,4,Garden View,Cleaning,14-07-2025 02:27
T19,6,Patio,Cleaning,09-07-2025 05:27
T01,2,Bar Area,Occupied,09-07-2025 13:48
T11,8,Garden View,Cleaning,09-07-2025 22:44
T03,2,Bar Area,Available,12-07-2025 14:37
T15,2,Corner Back,Cleaning,08-07-2025 03:13
T10,4,Window Left,Reserved,08-07-2025 04:46
T11,6,Window Left,Cleaning,11-07-2025 03:55
T07,4,Window Left,Available,08-07-2025 22:59
T03,2,Bar Area,Cleaning,11-07-2025 09:37
T19,4,Corner Back,Available,14-07-2025 12:11
T11,8,Center,Available,14-07-2025 08:53
T20,6,Corner Back,Reserved,09-07-2025 04:31
T07,4,Window Left,Reserved,07-07-2025 15:39
T11,2,Garden View,Cleaning,12-07-2025 06:04
T16,4,Center,Available,13-07-2025 05:36
T09,2,Garden View,Available,14-07-2025 03:39
T20,6,Corner Back,Available,13-07-2025 13:59
T17,4,Garden View,Cleaning,13-07-2025 00:56
T03,2,Bar Area,Available,12-07-2025 03:04
T13,6,Corner Back,Reserved,10-07-2025 22:44
T18,4,Center,Available,08-07-2025 04:25
T15,2,Window Right,Occupied,11-07-2025 23:27
T06,2,Garden View,Cleaning,13-07-2025 02:06
T11,6,Corner Back,Occupied,10-07-2025 15:55
T09,6,Garden View,Cleaning,09-07-2025 12:23
T19,2,Corner Back,Available,13-07-2025 19:51
T07,4,Window Left,Reserved,11-07-2025 22:10
T20,8,Balcony,Available,10-07-2025 15:20
T01,2,Bar Area,Cleaning,09-07-2025 03:53
T20,6,Window Left,Occupied,08-07-2025 12:23
T10,6,Window Left,Available,09-07-2025 02:19
T10,6,Window Left,Cleaning,13-07-2025 05:37
T06,2,Garden View,Available,11-07-2025 19:10
T10,8,Corner Back,Occupied,07-07-2025 13:10
T01,2,Bar Area,Available,10-07-2025 05:43
T11,4,Garden View,Cleaning,09-07-2025 14:55
T10,4,Patio,Cleaning,08-07-2025 07:12
T15,2,Window Left,Reserved,07-07-2025 23:29
T10,6,Bar Area,Occupied,12-07-2025 03:57
T02,2,Bar Area,Cleaning,11-07-2025 06:34
T03,2,Bar Area,Occupied,13-07-2025 06:23
T19,6,Window Left,Occupied,11-07-2025 14:14
T18,2,Garden View,Cleaning,12-07-2025 21:45
T16,4,Garden View,Reserved,10-07-2025 15:43
T12,8,Garden View,Occupied,08-07-2025 02:16
T10,4,Corner Back,Occupied,13-07-2025 12:22
T16,6,Balcony,Reserved,09-07-2025 17:51
T20,8,Patio,Occupied,12-07-2025 19:32
T06,2,Garden View,Reserved,09-07-2025 14:16
T14,6,Patio,Cleaning,09-07-2025 00:44
T19,8,Window Right,Available,12-07-2025 00:35
T20,8,Balcony,Available,10-07-2025 13:47
T09,6,Center,Available,08-07-2025 16:16
T15,4,Center,Reserved,08-07-2025 06:36
T18,8,Patio,Reserved,09-07-2025 00:21
T11,6,Bar Area,Available,08-07-2025 23:30
T15,6,Window Left,Available,12-07-2025 05:29
T03,2,Bar Area,Cleaning,12-07-2025 07:38
T12,2,Corner Back,Reserved,09-07-2025 23:29
T18,6,Corner Back,Reserved,11-07-2025 13:19
T03,2,Bar Area,Reserved,08-07-2025 21:19
T07,4,Window Left,Occupied,07-07-2025 13:39
T18,2,Center,Cleaning,12-07-2025 07:25
T01,2,Bar Area,Cleaning,13-07-2025 11:19
T07,4,Window Left,Cleaning,08-07-2025 00:22
T12,6,Window Right,Cleaning,08-07-2025 01:22
T16,4,Patio,Reserved,08-07-2025 21:30
T14,2,Garden View,Available,12-07-2025 11:34
T16,8,Bar Area,Available,10-07-2025 15:15
T09,6,Garden View,Occupied,13-07-2025 15:23
T02,2,Bar Area,Available,10-07-2025 08:29
T07,4,Window Left,Available,10-07-2025 14:01
T12,2,Window Right,Cleaning,09-07-2025 20:02
T05,2,Balcony,Occupied,10-07-2025 12:52
T18,2,Garden View,Occupied,11-07-2025 01:09
T18,4,Bar Area,Available,09-07-2025 12:34
T03,2,Bar Area,Cleaning,10-07-2025 21:41
T10,6,Window Left,Reserved,12-07-2025 20:06
T02,2,Bar Area,Cleaning,14-07-2025 12:33
T10,8,Balcony,Occupied,12-07-2025 18:34
T20,6,Window Right,Available,08-07-2025 05:56
T16,4,Patio,Reserved,08-07-2025 01:21
T19,6,Patio,Occupied,08-07-2025 21:33
T19,4,Window Right,Available,11-07-2025 02:24
T19,8,Balcony,Cleaning,09-07-2025 14:05
T10,2,Garden View,Reserved,09-07-2025 13:12
T12,8,Window Right,Available,09-07-2025 00:17
T14,6,Center,Reserved,14-07-2025 10:50
T16,4,Window Right,Reserved,09-07-2025 13:40
T15,2,Patio,Reserved,14-07-2025 11:32
T12,2,Corner Back,Available,07-07-2025 15:53
T17,2,Patio,Available,14-07-2025 07:04
T20,4,Window Left,Reserved,08-07-2025 20:10
T19,8,Balcony,Reserved,07-07-2025 20:47
T18,8,Bar Area,Occupied,08-07-2025 14:46
T01,2,Bar Area,Reserved,07-07-2025 20:37
T04,2,Balcony,Reserved,10-07-2025 02:58
T13,4,Corner Back,Reserved,10-07-2025 04:13
T20,4,Patio,Occupied,10-07-2025 15:34
T08,8,Balcony,Available,13-07-2025 22:15
T15,6,Center,Reserved,10-07-2025 19:25
T08,2,Patio,Reserved,12-07-2025 08:43
T20,4,Patio,Reserved,08-07-2025 22:23
T05,2,Balcony,Occupied,12-07-2025 12:06
T10,4,Corner Back,Reserved,09-07-2025 13:52
T16,2,Window Left,Reserved,12-07-2025 12:44
T10,2,Balcony,Available,11-07-2025 19:27
T05,2,Balcony,Reserved,12-07-2025 18:15
T17,8,Center,Reserved,09-07-2025 23:42
T12,6,Center,Cleaning,11-07-2025 14:33
T09,4,Corner Back,Available,08-07-2025 20:06
T19,2,Window Left,Reserved,14-07-2025 00:09
T10,2,Balcony,Available,09-07-2025 19:56
T18,6,Bar Area,Available,08-07-2025 18:10
T04,2,Balcony,Reserved,13-07-2025 23:48
T11,2,Patio,Cleaning,10-07-2025 06:49
T05,2,Balcony,Reserved,10-07-2025 21:14
T17,6,Center,Reserved,13-07-2025 15:57
T08,4,Window Left,Occupied,07-07-2025 21:41
T11,6,Bar Area,Available,12-07-2025 15:15
T09,4,Bar Area,Available,08-07-2025 07:47
T04,2,Balcony,Cleaning,10-07-2025 18:12
T20,2,Garden View,Cleaning,11-07-2025 15:23
T13,4,Corner Back,Occupied,08-07-2025 11:35
T20,2,Garden View,Occupied,12-07-2025 00:53
T01,2,Bar Area,Occupied,13-07-2025 03:37
T14,4,Window Right,Cleaning,09-07-2025 02:11
T17,8,Corner Back,Reserved,13-07-2025 14:05
T15,2,Balcony,Available,08-07-2025 14:46
T09,6,Garden View,Available,09-07-2025 16:17
T13,6,Window Right,Reserved,11-07-2025 03:42
T02,2,Bar Area,Available,12-07-2025 22:05
T13,2,Corner Back,Available,11-07-2025 00:04
T16,4,Window Left,Cleaning,12-07-2025 12:54
T16,2,Patio,Reserved,08-07-2025 22:00
T10,8,Center,Reserved,13-07-2025 00:11
T14,8,Window Right,Occupied,11-07-2025 05:13
T08,8,Window Right,Cleaning,13-07-2025 06:57
T18,6,Corner Back,Available,14-07-2025 04:33
T06,2,Garden View,Reserved,09-07-2025 16:58
T20,6,Patio,Occupied,10-07-2025 19:29
T04,2,Balcony,Available,08-07-2025 16:54
T16,8,Window Left,Occupied,12-07-2025 00:40
T04,2,Balcony,Occupied,12-07-2025 06:59
T14,2,Garden View,Occupied,09-07-2025 22:54
T19,6,Corner Back,Reserved,10-07-2025 09:32
T16,6,Corner Back,Cleaning,10-07-2025 14:40
T11,2,Patio,Cleaning,12-07-2025 09:26
T07,4,Window Left,Occupied,07-07-2025 20:21
T19,8,Patio,Cleaning,07-07-2025 18:51
T15,4,Balcony,Available,13-07-2025 11:44
T06,2,Garden View,Reserved,13-07-2025 15:14
T11,4,Bar Area,Available,14-07-2025 06:30
T18,2,Center,Available,11-07-2025 05:53
T06,2,Garden View,Cleaning,08-07-2025 19:46
T16,2,Bar Area,Reserved,10-07-2025 22:30
T13,4,Corner Back,Reserved,10-07-2025 20:47
T09,4,Balcony,Occupied,08-07-2025 00:18
T10,8,Patio,Reserved,08-07-2025 02:55
T01,2,Bar Area,Available,14-07-2025 04:00
T10,2,Window Right,Occupied,13-07-2025 10:25
T03,2,Bar Area,Available,13-07-2025 12:48
T07,4,Window Left,Available,14-07-2025 05:49
T13,6,Garden View,Cleaning,10-07-2025 12:58
T18,2,Patio,Cleaning,08-07-2025 01:44
T01,2,Bar Area,Reserved,08-07-2025 09:03
T02,2,Bar Area,Occupied,12-07-2025 21:32
T09,6,Window Right,Available,10-07-2025 11:29
T15,4,Corner Back,Occupied,10-07-2025 10:39
T18,6,Corner Back,Cleaning,12-07-2025 19:03
T19,4,Bar Area,Occupied,11-07-2025 12:48
T12,6,Garden View,Available,13-07-2025 10:34
T09,4,Center,Occupied,08-07-2025 21:24
T17,4,Balcony,Reserved,12-07-2025 23:10
T17,2,Bar Area,Reserved,09-07-2025 05:41
T17,8,Center,Occupied,07-07-2025 19:44
T05,2,Balcony,Reserved,12-07-2025 16:17
T17,2,Corner Back,Cleaning,07-07-2025 14:52
T01,2,Bar Area,Cleaning,09-07-2025 09:37
T12,6,Center,Cleaning,08-07-2025 17:00
T19,4,Window Right,Reserved,08-07-2025 05:55
T18,4,Patio,Cleaning,08-07-2025 11:42
T09,6,Balcony,Available,12-07-2025 17:53
T19,6,Balcony,Cleaning,10-07-2025 06:41
T16,8,Patio,Reserved,07-07-2025 17:17
T19,2,Bar Area,Reserved,13-07-2025 17:27
T07,4,Window Left,Cleaning,13-07-2025 13:21
T01,2,Bar Area,Cleaning,10-07-2025 14:26
T06,2,Garden View,Occupied,08-07-2025 09:48
T02,2,Bar Area,Reserved,10-07-2025 17:35
T09,4,Balcony,Reserved,08-07-2025 21:01
T18,4,Center,Available,14-07-2025 10:45
T16,8,Window Right,Cleaning,12-07-2025 03:44
T20,8,Balcony,Cleaning,13-07-2025 23:57
T19,4,Balcony,Cleaning,10-07-2025 03:48
T08,8,Bar Area,Reserved,13-07-2025 17:46
T01,2,Bar Area,Available,12-07-2025 07:42
T04,2,Balcony,Reserved,08-07-2025 13:58
T17,8,Balcony,Cleaning,09-07-2025 18:11
T09,4,Window Left,Reserved,10-07-2025 03:24
T13,6,Corner Back,Available,11-07-2025 11:08
T11,4,Corner Back,Occupied,11-07-2025 05:16
T13,2,Patio,Cleaning,13-07-2025 15:43
T02,2,Bar Area,Available,13-07-2025 04:24
T16,2,Corner Back,Cleaning,13-07-2025 10:03
T11,2,Center,Occupied,09-07-2025 03:29
T11,8,Window Right,Reserved,11-07-2025 01:02
T06,2,Garden View,Reserved,08-07-2025 04:18
T04,2,Balcony,Cleaning,12-07-2025 09:20
T15,6,Center,Cleaning,11-07-2025 21:37
T17,6,Center,Reserved,11-07-2025 02:08
T04,2,Balcony,Available,14-07-2025 08:47
T13,4,Window Left,Reserved,08-07-2025 05:51
T06,2,Garden View,Reserved,10-07-2025 21:19
T13,8,Window Right,Occupied,10-07-2025 13:51
T13,4,Bar Area,Available,08-07-2025 14:20
T20,8,Balcony,Cleaning,12-07-2025 10:40
T06,2,Garden View,Reserved,09-07-2025 03:07
T18,4,Garden View,Cleaning,09-07-2025 12:48
T01,2,Bar Area,Occupied,09-07-2025 11:49
T11,2,Window Right,Occupied,13-07-2025 19:18
T08,2,Window Right,Cleaning,10-07-2025 22:25
T17,8,Balcony,Cleaning,10-07-2025 22:15
T04,2,Balcony,Cleaning,10-07-2025 02:26
T12,4,Center,Available,13-07-2025 09:52
T14,8,Window Right,Occupied,10-07-2025 15:55
T11,4,Bar Area,Available,13-07-2025 23:02
T06,2,Garden View,Cleaning,09-07-2025 09:45
T09,6,Center,Reserved,12-07-2025 17:56
T20,2,Window Left,Cleaning,14-07-2025 04:59
T15,4,Balcony,Available,11-07-2025 19:33
T08,4,Corner Back,Occupied,10-07-2025 04:16
T02,2,Bar Area,Occupied,10-07-2025 17:11
T11,8,Corner Back,Available,11-07-2025 13:13
T17,2,Window Left,Reserved,12-07-2025 08:00
T02,2,Bar Area,Cleaning,13-07-2025 23:12
T11,4,Corner Back,Cleaning,11-07-2025 07:09
T03,2,Bar Area,Available,08-07-2025 11:25
T05,2,Balcony,Reserved,08-07-2025 06:38
T05,2,Balcony,Reserved,09-07-2025 04:28
T10,2,Patio,Cleaning,12-07-2025 03:22
T02,2,Bar Area,Occupied,12-07-2025 03:26
T19,8,Corner Back,Occupied,08-07-2025 12:54
T06,2,Garden View,Cleaning,11-07-2025 15:22
T17,6,Corner Back,Available,08-07-2025 09:58
T04,2,Balcony,Reserved,14-07-2025 08:35
T10,6,Window Left,Available,07-07-2025 13:19
T14,6,Center,Reserved,14-07-2025 04:19
T03,2,Bar Area,Reserved,10-07-2025 09:15
T04,2,Balcony,Reserved,11-07-2025 00:36
T14,2,Bar Area,Occupied,14-07-2025 03:52
T15,2,Patio,Available,10-07-2025 11:25
T16,6,Center,Available,14-07-2025 03:10
T11,6,Center,Reserved,14-07-2025 00:34
T07,4,Window Left,Cleaning,07-07-2025 22:07
T16,8,Window Right,Reserved,09-07-2025 00:32
T20,8,Window Left,Reserved,09-07-2025 08:02
T20,4,Garden View,Reserved,14-07-2025 11:36
T05,2,Balcony,Reserved,10-07-2025 08:48
T14,4,Window Right,Cleaning,10-07-2025 10:41
T19,8,Bar Area,Available,10-07-2025 05:49
T16,2,Window Right,Cleaning,08-07-2025 16:38
T01,2,Bar Area,Available,09-07-2025 19:03
T19,2,Patio,Available,09-07-2025 09:26
T02,2,Bar Area,Cleaning,10-07-2025 00:00
T04,2,Balcony,Cleaning,12-07-2025 18:36
T10,2,Balcony,Available,09-07-2025 07:04
T01,2,Bar Area,Occupied,10-07-2025 05:03
T13,4,Center,Available,08-07-2025 17:40
T16,2,Garden View,Available,09-07-2025 16:10
T18,6,Patio,Occupied,08-07-2025 08:49
T07,4,Window Left,Available,08-07-2025 09:22
T03,2,Bar Area,Cleaning,11-07-2025 01:08
T06,2,Garden View,Occupied,13-07-2025 03:12
T11,8,Window Left,Reserved,13-07-2025 22:05
T05,2,Balcony,Available,10-07-2025 17:21
T09,6,Corner Back,Occupied,12-07-2025 20:37
T03,2,Bar Area,Occupied,10-07-2025 12:56
T05,2,Balcony,Occupied,14-07-2025 04:57
T08,8,Balcony,Available,10-07-2025 13:26
T10,8,Window Left,Available,10-07-2025 05:00
T03,2,Bar Area,Cleaning,11-07-2025 13:45
T19,2,Window Right,Cleaning,12-07-2025 10:04
T17,4,Window Left,Occupied,09-07-2025 11:27
T16,2,Window Left,Reserved,11-07-2025 23:41
T03,2,Bar Area,Occupied,09-07-2025 18:38
T02,2,Bar Area,Available,07-07-2025 14:46
T11,8,Patio,Available,13-07-2025 21:09
T04,2,Balcony,Occupied,11-07-2025 18:55
T20,2,Patio,Available,09-07-2025 21:49
T15,4,Window Right,Reserved,09-07-2025 08:25
T14,8,Center,Reserved,09-07-2025 14:45
T10,2,Bar Area,Cleaning,12-07-2025 08:51
T02,2,Bar Area,Cleaning,13-07-2025 09:24
T19,2,Patio,Reserved,09-07-2025 03:24
T13,2,Window Left,Occupied,09-07-2025 07:42
T11,2,Window Right,Occupied,12-07-2025 13:20
T07,4,Window Left,Reserved,13-07-2025 02:34
T06,2,Garden View,Cleaning,08-07-2025 06:18
T20,2,Garden View,Occupied,13-07-2025 21:50
T09,2,Balcony,Cleaning,09-07-2025 10:38
T14,8,Bar Area,Cleaning,13-07-2025 05:05
T19,6,Corner Back,Available,08-07-2025 17:19
T19,2,Bar Area,Reserved,11-07-2025 07:25
T12,4,Window Right,Occupied,08-07-2025 18:54
T17,6,Center,Cleaning,14-07-2025 09:14
T08,6,Corner Back,Reserved,07-07-2025 15:48
T18,6,Garden View,Cleaning,11-07-2025 14:46
T12,4,Window Right,Available,10-07-2025 20:02
T14,4,Garden View,Available,12-07-2025 00:26
T02,2,Bar Area,Cleaning,13-07-2025 21:13
T02,2,Bar Area,Occupied,11-07-2025 16:59
T10,6,Center,Cleaning,11-07-2025 05:09
T09,4,Center,Cleaning,10-07-2025 08:03
T05,2,Balcony,Reserved,13-07-2025 15:11
T04,2,Balcony,Available,12-07-2025 22:41
T16,2,Balcony,Occupied,09-07-2025 01:18
T02,2,Bar Area,Cleaning,07-07-2025 14:23
T02,2,Bar Area,Reserved,13-07-2025 10:42
T10,8,Garden View,Reserved,09-07-2025 20:31
T15,2,Balcony,Cleaning,13-07-2025 18:24
T05,2,Balcony,Occupied,08-07-2025 14:12
T17,8,Center,Reserved,10-07-2025 04:19
T16,6,Garden View,Occupied,10-07-2025 13:31
T07,4,Window Left,Available,13-07-2025 06:04
T05,2,Balcony,Reserved,14-07-2025 05:38
T09,8,Garden View,Occupied,14-07-2025 02:57
T07,4,Window Left,Occupied,08-07-2025 00:12
T08,8,Window Right,Occupied,10-07-2025 22:42
T16,8,Patio,Cleaning,13-07-2025 21:40
T20,4,Window Right,Reserved,14-07-2025 04:35
T07,4,Window Left,Reserved,13-07-2025 21:41
T04,2,Balcony,Cleaning,12-07-2025 14:54
T06,2,Garden View,Cleaning,10-07-2025 21:58
T12,4,Corner Back,Occupied,08-07-2025 23:38
T18,2,Center,Occupied,09-07-2025 22:13
T07,4,Window Left,Available,11-07-2025 07:12
T15,4,Patio,Available,10-07-2025 19:50
T05,2,Balcony,Available,11-07-2025 09:39
T06,2,Garden View,Occupied,10-07-2025 21:23
T12,4,Corner Back,Available,10-07-2025 04:14
T11,2,Center,Occupied,14-07-2025 08:13
T15,4,Bar Area,Cleaning,10-07-2025 21:10
T10,4,Window Right,Available,08-07-2025 08:40
T03,2,Bar Area,Reserved,08-07-2025 02:53
T02,2,Bar Area,Occupied,14-07-2025 11:15
T05,2,Balcony,Occupied,09-07-2025 16:22
T18,6,Window Left,Occupied,11-07-2025 18:35
T01,2,Bar Area,Cleaning,07-07-2025 16:10
T19,6,Corner Back,Cleaning,08-07-2025 14:25
T17,4,Bar Area,Cleaning,10-07-2025 05:46
T14,4,Garden View,Reserved,08-07-2025 15:19
T05,2,Balcony,Cleaning,12-07-2025 17:05
T13,6,Window Left,Available,10-07-2025 00:25
T01,2,Bar Area,Available,13-07-2025 23:33
T10,8,Window Right,Available,11-07-2025 19:17
T05,2,Balcony,Cleaning,09-07-2025 07:44
T20,4,Bar Area,Available,07-07-2025 14:35
T06,2,Garden View,Reserved,10-07-2025 06:20
T13,2,Center,Reserved,09-07-2025 10:03
T17,4,Balcony,Cleaning,12-07-2025 10:03
T15,6,Window Left,Available,08-07-2025 22:53
T12,8,Patio,Available,10-07-2025 03:46
T16,4,Bar Area,Occupied,11-07-2025 14:48
T06,2,Garden View,Occupied,14-07-2025 05:55
T03,2,Bar Area,Cleaning,10-07-2025 08:56
T15,2,Window Left,Cleaning,10-07-2025 22:55
T12,8,Window Right,Reserved,09-07-2025 21:06
T06,2,Garden View,Cleaning,12-07-2025 03:05
T03,2,Bar Area,Reserved,13-07-2025 19:57
T03,2,Bar Area,Occupied,14-07-2025 04:09
T17,2,Garden View,Available,13-07-2025 11:27
T09,8,Center,Cleaning,10-07-2025 21:56
T18,6,Balcony,Available,08-07-2025 11:03
T06,2,Garden View,Reserved,11-07-2025 00:42
T20,2,Center,Occupied,13-07-2025 22:27
T07,4,Window Left,Available,08-07-2025 23:02
T17,6,Corner Back,Available,13-07-2025 11:36
T13,6,Corner Back,Reserved,10-07-2025 18:36
T04,2,Balcony,Occupied,09-07-2025 22:41
T11,4,Bar Area,Reserved,11-07-2025 05:58
T15,2,Patio,Cleaning,08-07-2025 03:44
T14,6,Bar Area,Available,11-07-2025 19:59
T02,2,Bar Area,Reserved,12-07-2025 02:37
T07,4,Window Left,Cleaning,09-07-2025 16:14
T01,2,Bar Area,Cleaning,13-07-2025 08:00
T09,6,Window Right,Cleaning,09-07-2025 16:16
T20,6,Bar Area,Available,11-07-2025 18:48
T06,2,Garden View,Occupied,13-07-2025 23:02
T13,6,Window Left,Reserved,12-07-2025 17:42
T16,4,Window Right,Occupied,12-07-2025 09:42
T17,4,Bar Area,Reserved,13-07-2025 15:11
T11,2,Center,Reserved,08-07-2025 07:05
T12,4,Corner Back,Available,09-07-2025 04:48
T01,2,Bar Area,Cleaning,08-07-2025 18:06
T10,4,Garden View,Available,09-07-2025 21:10
T16,8,Corner Back,Reserved,12-07-2025 20:34
T13,6,Bar Area,Reserved,09-07-2025 17:21
T05,2,Balcony,Available,10-07-2025 06:10
T11,6,Balcony,Occupied,14-07-2025 09:36
T10,4,Balcony,Cleaning,11-07-2025 16:15
T18,2,Bar Area,Occupied,08-07-2025 11:51
T15,2,Corner Back,Available,13-07-2025 17:37
T20,4,Patio,Occupied,11-07-2025 06:17
T02,2,Bar Area,Occupied,08-07-2025 21:24
T19,6,Corner Back,Cleaning,13-07-2025 18:06
T16,4,Balcony,Reserved,08-07-2025 13:45
T02,2,Bar Area,Reserved,09-07-2025 04:27
T06,2,Garden View,Reserved,10-07-2025 20:46
T13,4,Balcony,Cleaning,09-07-2025 17:23
T13,8,Bar Area,Available,08-07-2025 14:46
T13,8,Garden View,Cleaning,09-07-2025 05:51
T09,2,Patio,Available,14-07-2025 02:51
T13,2,Balcony,Available,10-07-2025 11:57
T05,2,Balcony,Occupied,14-07-2025 12:17
T14,4,Window Left,Reserved,09-07-2025 04:16
T01,2,Bar Area,Cleaning,12-07-2025 16:44
T04,2,Balcony,Cleaning,10-07-2025 15:40
T15,4,Patio,Occupied,08-07-2025 21:01
T18,2,Window Right,Available,08-07-2025 19:39
T13,4,Patio,Occupied,11-07-2025 00:38
T09,8,Center,Available,11-07-2025 07:47
T07,4,Window Left,Available,08-07-2025 09:23
T13,2,Corner Back,Available,11-07-2025 20:05
T07,4,Window Left,Available,11-07-2025 06:43
T05,2,Balcony,Cleaning,13-07-2025 11:59
T06,2,Garden View,Reserved,10-07-2025 11:49
T16,6,Center,Cleaning,08-07-2025 03:31
T18,2,Patio,Occupied,09-07-2025 03:11
T04,2,Balcony,Cleaning,09-07-2025 17:32
